iter	Accuracy	CrossEntropy
887	0.9536516854	0.1734209227
888	0.9536516854	0.173319401
889	0.9536516854	0.1732420893
890	0.9536516854	0.1730407525
891	0.9536516854	0.1729676971
892	0.9536516854	0.1727386272
893	0.9536516854	0.1724986857
894	0.9536516854	0.1723743524
895	0.9536516854	0.1723415622
896	0.9536516854	0.1721622652
897	0.9536516854	0.1719141606
898	0.9536516854	0.1716295865
899	0.9536516854	0.1716091089
900	0.9536516854	0.1713156273
901	0.9536516854	0.1712535695
902	0.9536516854	0.1710981452
903	0.9536516854	0.1710862058
904	0.9536516854	0.1710087206
905	0.9536516854	0.1709035103
906	0.9536516854	0.170844386
907	0.9536516854	0.1705854891
908	0.9536516854	0.1704275841
909	0.9536516854	0.1703296261
910	0.9536516854	0.1700774439
911	0.9536516854	0.1698110649
912	0.9536516854	0.1696782502
913	0.9536516854	0.1696565046
914	0.9536516854	0.1696337552
915	0.9536516854	0.1695672188
916	0.9536516854	0.1691951807
917	0.9536516854	0.1691521818
918	0.9536516854	0.1688642501
919	0.9536516854	0.1686894136
920	0.9536516854	0.168677741
921	0.9536516854	0.168494063
922	0.9536516854	0.1682104316
923	0.9536516854	0.1681774161
924	0.9536516854	0.167907946
925	0.9536516854	0.1677607521
926	0.9536516854	0.1677439284
927	0.9536516854	0.1676139744
928	0.9536516854	0.1676011298
929	0.9536516854	0.1673004668
930	0.9536516854	0.1669958532
931	0.9536516854	0.1666822548
932	0.9536516854	0.1665588729
933	0.9536516854	0.1665235037
934	0.9536516854	0.1664368466
935	0.9536516854	0.1664140532
936	0.9536516854	0.1663953981
937	0.9536516854	0.1661443501
938	0.9536516854	0.1661031925
939	0.9536516854	0.1660592055
940	0.9536516854	0.1660056608
941	0.9536516854	0.1659788242
942	0.9536516854	0.1659116188
943	0.9536516854	0.1657973993
944	0.9550561798	0.1655665495
945	0.9550561798	0.1653960881
946	0.9550561798	0.1652906943
947	0.9550561798	0.1651864731
948	0.9550561798	0.1651217569
949	0.9550561798	0.1650117751
950	0.9550561798	0.1647063261
951	0.9536516854	0.1643600069
952	0.9536516854	0.1639489268
953	0.9550561798	0.1638266135
954	0.9536516854	0.1636873999
955	0.9536516854	0.1634902834
956	0.9536516854	0.1633643952
957	0.9550561798	0.1631250637
958	0.9550561798	0.1631138841
959	0.9550561798	0.1631096336
960	0.9550561798	0.1630547507
961	0.9550561798	0.162918441
962	0.9550561798	0.1627849623
963	0.9550561798	0.1626079941
964	0.9550561798	0.1623301858
965	0.9550561798	0.162134436
966	0.9550561798	0.161909555
967	0.9550561798	0.161836317
968	0.9550561798	0.161820661
969	0.9550561798	0.1617870089
970	0.9550561798	0.1615877118
971	0.9550561798	0.161569869
972	0.9564606742	0.161518638
973	0.9564606742	0.1614994583
974	0.9564606742	0.1613927999
975	0.9550561798	0.1612726587
976	0.9550561798	0.1611066812
977	0.9550561798	0.1610006009
978	0.9550561798	0.1609729439
979	0.9564606742	0.1609181979
980	0.9564606742	0.1608905738
981	0.9550561798	0.1608792937
982	0.9550561798	0.1608288069
983	0.9550561798	0.1608044945
984	0.9550561798	0.1606156641
985	0.9550561798	0.1605247124
986	0.9564606742	0.1604469261
987	0.9564606742	0.1602330106
988	0.9564606742	0.1601796014
989	0.9564606742	0.1601091029
990	0.9564606742	0.1599878888
991	0.9578651685	0.1597676183
992	0.9578651685	0.1596506689
993	0.9578651685	0.1595114517
994	0.9578651685	0.159283887
995	0.9578651685	0.1590655805
996	0.9578651685	0.1590371965
997	0.9578651685	0.1586746358
998	0.9564606742	0.1585031996
999	0.9564606742	0.1584884059
